Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
89,532378110,20,68.0,-0.40138911690410173,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,-0.897619126281421,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,260.0,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD ,Normal,127000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-141485.398741585,1.5,48,-4.488095631407106,11.751950239425476,Old
2401,528170040,60,56.0,1.2800221783429344,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,2.4481881522869515,1.0,0.0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,706.0,TA,TA,Y,0,0,0,0,0,0,0,4,2006,New,Partial,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,138673.98209686592,2.5,1,22.033693370582565,12.73523217148465,New
1773,528366050,20,68.0,0.3185590474195701,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231.0,Unf,0.0,1969.0,3200.0,GasA,Ex,Y,SBrkr,3228,0,0,3.439244810630664,1.0,0.0,3,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,546.0,TA,TA,Y,264,75,291,0,0,0,0,5,2007,WD ,Normal,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,98713.53122365981,3.0,15,27.51395848504531,12.73523217148465,Recent
2885,911370530,120,44.0,-0.7809303838598942,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,Unf,0.0,30.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,0.30354154363115826,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,525.0,TA,TA,Y,128,53,0,0,155,0,0,12,2006,WD ,Normal,300000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,988332.590034326,2.0,2,2.428332349049266,12.611541086966115,New
132,534475100,20,80.0,-0.02582340495406553,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,1063,0,0,-0.8520305199976103,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,280.0,TA,TA,Y,0,0,164,0,0,0,0,2,2010,WD ,Normal,128000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-150229.36032896923,1.0,56,-4.260152599988051,11.759793355371237,Old
574,533236050,160,24.0,-0.9296409882939641,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,983,756,0,0.48787808208308875,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,480.0,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD ,Abnorml,172500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,353571.94007051573,2.5,10,3.90302465666471,12.058158312538197,New
2184,908204090,20,64.0,-0.4631344555872536,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,77.0,ALQ,831.0,52.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,-1.056188191616415,1.0,0.0,1,0,2,1,Fa,4,Typ,0,,Detchd,1959.0,Unf,392.0,TA,TA,Y,144,0,35,0,0,0,0,12,2007,WD ,Normal,131750,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-124741.02725799909,1.0,48,-5.280940958082075,11.788669056507631,Old
78,531452020,120,55.0,-0.2777742034438682,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918,0,0,-1.1394369509172868,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,264.0,TA,TA,Y,28,0,0,0,0,0,0,4,2010,WD ,Normal,99500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-87323.83123076621,2.0,31,-6.83662170550372,11.507922973347437,Old
1403,905401060,20,68.0,5.354469114867376,Pave,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,Ex,Y,SBrkr,1663,0,0,0.33723747001484444,1.0,0.0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,529.0,TA,TA,Y,224,137,0,0,0,0,0,3,2008,WD ,Normal,256000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,759109.0040757672,1.0,54,1.3489498800593778,12.45293662970407,Old
2410,528188040,120,68.0,-0.8686410661743916,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,-0.17414776569051107,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,478.0,TA,TA,Y,148,36,0,0,0,0,0,3,2006,WD ,Normal,171750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-986231.4300674273,2.0,3,-1.2190343598335776,12.053801032483948,New
2540,534226060,20,71.0,-0.11154630976568478,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,0,-0.5804809956114331,1.0,0.0,1,1,1,1,Gd,6,Typ,0,,Detchd,1977.0,Unf,884.0,TA,TA,Y,0,64,0,0,0,0,0,10,2006,WD ,Normal,146000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-251515.55538216213,1.5,41,-2.9024049780571652,11.891368749982085,Old
1189,534128050,20,80.0,0.1133210202474034,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656.0,Unf,0.0,602.0,1258.0,GasA,Ex,Y,SBrkr,1258,0,0,-0.46551842324356246,0.0,1.0,2,0,3,1,Gd,5,Typ,0,,Attchd,1971.0,RFn,528.0,TA,TA,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-311480.6906882287,2.0,37,-2.7931105394613747,11.884495917930655,Old
725,902405120,50,60.0,-0.5873705495171365,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,Fa,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Ex,Y,SBrkr,1044,0,436,-0.025489266938954227,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,207.0,Fa,TA,Y,0,0,176,0,0,0,0,9,2009,ConLI,Family,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-4668631.714085785,1.0,89,-0.15293560163372535,11.686887175419702,Old
1315,902306120,70,60.0,-0.5128288931592068,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Ex,Y,SBrkr,884,656,0,0.09343753206229125,0.0,0.0,1,1,3,1,Gd,7,Typ,0,,,1979.0,,0.0,,,N,240,77,0,0,0,0,0,2,2008,WD ,Normal,129400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1384882.4679330566,1.5,103,0.4671876603114562,11.770671388994348,
2297,923230120,85,50.0,-0.4230061972479014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,7,1971,1971,Gable,CompShg,Wd Sdng,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,796.0,Unf,0.0,0.0,796.0,GasA,TA,Y,SBrkr,796,0,0,-1.3812547755531526,0.0,1.0,1,0,2,1,TA,5,Typ,0,,,1979.0,,0.0,,,Y,129,0,0,0,0,0,0,9,2007,WD ,Normal,138000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-99909.15683512116,1.0,36,-6.906273877765763,11.835016210489899,Old
1852,533242090,60,68.0,-0.263114344360142,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,964.0,Unf,0.0,90.0,1054.0,GasA,Ex,Y,SBrkr,1072,976,0,1.100351096939503,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Gd,Detchd,2003.0,Unf,552.0,TA,TA,Y,0,48,0,0,180,0,0,8,2007,WD ,Normal,301000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,273549.0525135078,2.5,4,8.802808775516024,12.614868865984631,New
2438,528275080,60,68.0,-0.18260935549357785,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,732.0,Unf,0.0,250.0,982.0,GasA,Ex,Y,SBrkr,1008,881,0,0.7851950795862024,0.0,0.0,2,1,3,1,TA,9,Typ,1,TA,Attchd,2000.0,Fin,431.0,TA,TA,Y,0,0,0,0,0,0,0,4,2006,WD ,Normal,215000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,273817.3042466147,2.5,6,4.711170477517214,12.278397958261774,New
2427,528228550,120,43.0,-0.8842948140095569,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,0.0,1126.0,1142.0,GasA,Ex,Y,SBrkr,1142,0,0,-0.6954435679793037,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2005.0,Fin,440.0,TA,TA,Y,90,0,0,0,0,0,0,6,2006,New,Partial,156820,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-225496.36982862558,2.0,1,-4.868104975855126,11.962860306502243,New
1373,904100040,20,55.0,-0.23329768181697008,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Ex,Y,SBrkr,1211,0,0,-0.5586777491278714,0.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,322.0,TA,TA,Y,0,63,0,0,0,0,0,8,2008,WD ,Normal,134000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-239852.04388250978,1.0,40,-2.7933887456393567,11.80560254159177,Old
1856,533251130,80,68.0,0.7490371128866146,Pave,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289.0,1360.0,GasA,Ex,Y,SBrkr,1432,0,0,-0.12063070613995061,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,588.0,TA,TA,Y,168,180,0,0,0,0,0,6,2007,WD ,Normal,194000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-1608214.079215697,1.5,29,-0.6031535306997531,12.175618592671356,Recent
1320,902401010,50,68.0,-0.5500997213381716,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,TA,Y,SBrkr,572,539,0,-0.7568890807966139,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,288.0,TA,TA,Y,0,0,176,0,0,0,0,8,2008,WD ,Normal,116900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-154447.99372315503,1.0,82,-5.298223565576297,11.669082701743504,Old
2808,907405030,20,70.0,-0.12334873868902366,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,0.4105756627322792,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,544.0,TA,TA,Y,192,23,0,0,0,0,0,5,2006,WD ,Normal,200000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,487120.93325027986,2.0,3,2.463453976393675,12.206077645517674,New
2119,906475170,20,155.0,1.2344275318706672,Pave,IR1,Low,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51.0,GLQ,915.0,0.0,966.0,GasA,Ex,Y,SBrkr,1743,0,0,0.49580653534983843,2.0,0.0,0,1,0,1,Gd,5,Typ,2,Fa,Attchd,1976.0,Fin,529.0,TA,TA,Y,646,0,0,0,0,0,0,5,2007,WD ,Normal,279000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,562719.4885665214,0.5,31,3.9664522827987074,12.53897064502647,Old
376,527353020,20,80.0,0.0994065777272565,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,TA,TA,PConc,TA,TA,No,LwQ,363.0,Unf,0.0,1064.0,1427.0,GasA,TA,Y,SBrkr,1671,0,0,0.35309437654834386,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,484.0,TA,TA,Y,252,55,0,0,0,0,0,8,2009,WD ,Normal,200000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,566420.8021523589,2.0,31,2.118566259290063,12.206077645517674,Old
1909,534479120,50,79.0,-0.07899645315605544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,368.0,BLQ,41.0,359.0,768.0,GasA,TA,Y,SBrkr,968,408,0,-0.23162905187444638,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1941.0,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,0,4,2007,WD ,Normal,105000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-453311.0123721218,1.0,66,-1.158145259372232,11.561725152903833,Old
334,923230190,20,50.0,-0.3944318956440283,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,-1.2266499368515336,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1971.0,Unf,352.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,ConLD,Normal,130000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-105979.70626703292,1.0,39,-6.133249684257668,11.775297421715827,Old
2196,909176170,90,60.0,0.09468560615792095,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,TA,TA,Mn,Rec,371.0,Unf,0.0,925.0,1296.0,Grav,Fa,N,FuseA,1296,1296,0,2.178620741217462,2.0,0.0,2,0,6,2,TA,12,Min2,0,,,1979.0,,0.0,,,Y,0,742,240,0,0,0,1512,1,2007,WD ,AdjLand,150000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,68850.90055471363,2.0,84,10.89310370608731,11.918397239722838,Old
2245,911128020,30,60.0,-0.5053747275234138,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,TA,TA,No,ALQ,737.0,Unf,0.0,100.0,837.0,GasA,Ex,Y,SBrkr,1001,0,0,-0.9749215456322305,0.0,0.0,1,0,2,1,Gd,5,Typ,0,,Detchd,1930.0,Unf,216.0,TA,Po,N,154,0,42,86,0,0,0,11,2007,WD ,Normal,124900,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-128112.87283532454,1.0,77,-4.874607728161153,11.735276702486741,Old
1605,923277030,20,60.0,-0.438287236801277,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,-1.3416125092194042,0.0,1.0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD ,Normal,130500,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-97271.00716728509,1.0,26,-6.708062546097021,11.779136168550774,Recent
1119,528435020,60,80.0,-0.08694756316756795,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310.0,Gd,TA,PConc,Gd,TA,Av,GLQ,729.0,Unf,0.0,226.0,955.0,GasA,Ex,Y,SBrkr,955,919,0,0.7554633798358911,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,880.0,TA,TA,Y,168,108,0,0,0,0,0,2,2008,New,Partial,297900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,394327.5186478432,2.5,1,6.0437070386871286,12.604516495526891,New
2765,906426090,20,68.0,3.2763719717022237,Pave,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,0,0,0.17668629136316308,0.0,1.0,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,390.0,TA,TA,N,168,198,0,0,0,0,0,6,2006,WD ,Normal,190000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1075352.244557965,2.0,42,0.8834314568158154,12.154784614286667,Old
1944,535354050,45,60.0,-0.06557895501162808,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,TA,Y,SBrkr,893,0,0,-1.1889897838344725,0.0,1.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1985.0,Unf,576.0,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD ,Normal,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-113541.7661576765,1.0,58,-5.944948919172362,11.813037464800539,Old
2611,535402230,20,77.0,-0.07676020346531755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,ALQ,701.0,Unf,0.0,434.0,1135.0,GasA,Ex,Y,SBrkr,1207,0,0,-0.5666062023946211,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1962.0,RFn,264.0,TA,TA,Y,0,240,0,0,0,0,0,5,2006,WD ,Normal,147000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-259439.44732468657,1.5,44,-3.3996372143677265,11.898194668458823,Old
2462,528477010,60,100.0,0.37695001156661506,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1836.0,Unf,0.0,200.0,2036.0,GasA,Ex,Y,SBrkr,2036,604,0,2.2737621804184585,1.0,0.0,3,1,3,1,Ex,11,Typ,1,Gd,Attchd,2006.0,RFn,792.0,TA,TA,Y,0,265,0,0,0,0,0,11,2006,New,Partial,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,149312.00937536886,3.5,0,20.463859623766126,12.73523217148465,
1343,903231080,50,52.0,-0.4830122306160349,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,Y,SBrkr,624,512,0,-0.7073362478794283,0.0,1.0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,336.0,TA,TA,Y,0,365,80,0,0,0,0,8,2008,WD ,Normal,123000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-173891.83767797862,1.0,79,-2.829344991517713,11.719947764402807,Old
